interview__key,r_otherincome__id,inc_oth_amt,int_oth_income,who_other_income__0,who_other_income__1,who_other_income__2,othinc_pr,othinc_pr_oth,othinc_provider,othinc_provider_oth,benefits,oth_benefits,oth_income_use__1,oth_income_use__2,oth_income_use__3,oth_income_use__4,oth_income_use__5,oth_income_use__6,oth_income_use__7,oth_income_use__96,otherinc_use_others
"20-65-75-92","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50,"Monthly",1,.a,.a,,"",,"",,"",0,3,2,1,0,0,0,0,""
"15-48-45-49","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",70000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"79-49-70-48","Savings, interest or other investment income",120000,"Monthly",1,.a,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"17-50-60-85","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,2,"AGRICULTURE ACTIVITIES"
"63-56-49-05","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",20000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"35-15-30-36","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",30000,"Monthly",1,2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"60-45-66-66","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,0,0,0,1,0,0,0,""
"27-04-54-49","Savings, interest or other investment income",220000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,4,1,2,3,0,0,0,""
"49-65-69-49","Rental income, commercial (shop, store)",40000,"Monthly",1,.a,.a,,"",,"",,"",0,0,1,0,2,0,0,0,""
"81-41-37-07","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",30000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"81-41-37-07","Savings, interest or other investment income",50000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,2,1,4,3,0,0,0,""
"42-77-91-16","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",150000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"48-80-14-71","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",2,0,0,1,0,0,0,0,""
"65-65-92-08","Savings, interest or other investment income",250000,"Every year",2,.a,.a,,"",,"",,"",2,1,0,0,0,0,0,0,""
"28-72-09-15","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Monthly",1,.a,.a,,"",,"",,"",0,1,3,4,2,0,0,0,""
"28-72-09-15","Savings, interest or other investment income",100000,"Lump sum (single payment)",2,3,4,,"",,"",,"",0,1,0,0,2,0,0,0,""
"54-94-37-06","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",1,0,0,0,0,0,0,0,""
"54-94-37-06","Savings, interest or other investment income",500000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",4,1,3,2,0,0,0,0,""
"18-40-54-13","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"42-16-79-97","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",40000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,0,0,1,0,0,0,0,""
"29-78-34-46","Savings, interest or other investment income",150000,"Every year",1,.a,.a,,"",,"",,"",2,1,3,4,5,0,0,0,""
"31-14-26-53","Savings, interest or other investment income",50000,"Every year",1,.a,.a,,"",,"",,"",1,2,0,0,0,0,0,0,""
"96-00-21-83","Savings, interest or other investment income",110000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,0,0,0,0,0,0,1,"agricultural activities"
