interview__key,r_members__id,live_here,absence_res,absence_res_oth,ha03,ha_rel,age,marital,ha07,religio,religio_1,educ1,educ2,school_attnd,school_attnd_oth,educ3,ex_student,year_graduate,study_program,emp_member,Ibr3,lbr13
"05-90-60-44",2,12,,"","Male","Self/Head","47","Married monogamously","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"05-90-60-44",3,12,,"","Male","Child/Adopted Child","14",,"Subiya",,"","Form 2","Yes",,"",,"","","","No",,
"05-90-60-44",4,12,,"","Female","Child/Adopted Child","4",,"Subiya",,"",,"No","Parents did not want","",,"","","",,,
"32-72-73-42",1,12,,"","Male","Self/Head","52","Married monogamously","KALANGA","Non-religious","","Form 2","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"32-72-73-42",2,12,,"","Female","Wife/Husband","48",,"SUBIA",,"","Standard 7","No","Not willing to attend further","",,"","","","No",,
"32-72-73-42",3,12,,"","Male","Child/Adopted Child","23",,"KALANGA",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"32-72-73-42",4,12,,"","Male","Child/Adopted Child","15",,"KALANGA",,"","Standard 7","Yes",,"",,"","","","No",,
"32-72-73-42",5,12,,"","Male","Child/Adopted Child","12",,"KALANGA",,"","Standard 5","Yes",,"",,"","","","No",,
"32-72-73-42",6,12,,"","Male","Brother/Sister-In-Law","31",,"YEYI",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"32-72-73-42",7,12,,"","Female","Niece/Nephew","20",,"TSWANA",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"32-72-73-42",8,12,,"","Female","Niece/Nephew","27",,"SUBIA",,"","Form 5","No","Not willing to attend further","",,"","","","No",,
"32-72-73-42",9,12,,"","Male","Niece/Nephew","5",,"SUBIA",,"","Nursey/ Kindergarten/ECD","Yes",,"",5100,"","","",,,
"32-72-73-42",10,12,,"","Female","Niece/Nephew","6",,"HAMBUKUSHU",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"32-72-73-42",11,12,,"","Female","Brother/Sister-In-Law","49",,"SUBIA",,"","Standard 7","No","Had to help at home","",,"","","","No",,
"32-72-73-42",12,12,,"","Female","Niece/Nephew","25",,"SUBIA",,"","Form 3","No","Had to help at home","",,"","","","No",,
"32-72-73-42",13,12,,"","Female","Child/Adopted Child","29",,"SUBIA",,"","Form 3","No","Had to help at home","",,"","","","No",,
"94-88-32-78",1,12,,"","Female","Self/Head","53","Widow/ Widower","subiya","Other➡️ Please specify","Christianity","Standard 7","No","Poor academic progress","",,"","","","Yes","Yes","No"
"94-88-32-78",2,12,,"","Female","Sister/Brother","43",,"subiya",,"","Standard 7","No","Not willing to attend further","",,"","","","No",,
"94-88-32-78",3,12,,"","Male","Niece/Nephew","28",,"subiya",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"94-88-32-78",4,12,,"","Female","Niece/Nephew","26",,"subiya",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"94-88-32-78",5,12,,"","Female","Child/Adopted Child","23",,"subiya",,"","Standard 7","No","Pregnancy","",,"","","","Yes","Yes","No"
"94-88-32-78",6,12,,"","Female","Niece/Nephew","17",,"subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"94-88-32-78",7,12,,"","Female","Niece/Nephew","15",,"subiya",,"","Form 2","Yes",,"",,"","","","No",,
"94-88-32-78",8,12,,"","Male","Child/Adopted Child","12",,"subiya",,"","Standard 5","Yes",,"",,"","","","No",,
"94-88-32-78",9,12,,"","Female","Niece/Nephew","12",,"subiya",,"","Standard 6","Yes",,"",,"","","","No",,
"94-88-32-78",10,12,,"","Female","Niece/Nephew","8",,"subiya",,"","Standard 2","Yes",,"",,"","","",,,
"94-88-32-78",11,12,,"","Male","Niece/Nephew","8",,"subiya",,"","Standard 2","Yes",,"",,"","","",,,
"94-88-32-78",12,12,,"","Male","Grandchild","8",,"subiya",,"","Standard 1","Yes",,"",,"","","",,,
"94-88-32-78",13,12,,"","Female","Grandchild","4",,"subiya",,"",,"Yes",,"",0,"","","",,,
"94-88-32-78",14,12,,"","Female","Niece/Nephew","3",,"subiya",,"",,"No","Too expensive","",,"","","",,,
"94-88-32-78",15,12,,"","Female","Niece/Nephew","4",,"subiya",,"",,"Yes",,"",0,"","","",,,
"94-88-32-78",16,12,,"","Male","Other Non-Relative","54",,"Kalanga",,"","Standard 7","No","Not willing to attend further","",,"","","","Yes","Yes","No"
"94-88-32-78",17,12,,"","Male","Niece/Nephew","29",,"subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"18-56-14-23",1,12,,"","Male","Self/Head","60","Never Married","Subia","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Had to help with farm work","",,"","","","No",,
"84-22-47-37",1,12,,"","Male","Self/Head","55","Never Married","Mosarwa","African Traditional religion","","Standard 5","No","Completed desired schooling","",,"","","","No",,
"84-22-47-37",2,12,,"","Female","Other Non-Relative","48",,"Motawana",,"","No formal education","No","Had to help at home","",,"","","","No",,
"84-22-47-37",3,12,,"","Male","Niece/Nephew","39",,"Mosarwa",,"","Standard 7","Yes",,"",,"","","","Yes","Yes","No"
"84-22-47-37",4,12,,"","Male","Niece/Nephew","37",,"Mosarwa",,"","Standard 3","No","Poor academic progress","",,"","","","No",,
"44-69-61-71",1,12,,"","Male","Self/Head","30","Married monogamously","Kalanga","Catholic","","Form 5","No","Poor academic progress","",,"","","","Yes","No","Yes"
"44-69-61-71",2,12,,"","Female","Wife/Husband","33",,"Nambya",,"","Form 3","No","Pregnancy","",,"","","","Yes","No","Yes"
"44-69-61-71",3,6,"New arrivals - Education","","Female","Child/Adopted Child","16",,"Kalanga",,"","Form 4","Yes",,"",,"","","","No",,
"44-69-61-71",4,12,,"","Female","Child/Adopted Child","12",,"Kalanga",,"","Standard 7","Yes",,"",,"","","","No",,
"44-69-61-71",5,12,,"","Female","Child/Adopted Child","6",,"Kalanga",,"","Standard 1","Yes",,"",,"","","",,,
"44-69-61-71",6,12,,"","Male","Child/Adopted Child","2",,"Kalanga",,"",,"No","Other","he is still young",,"","","",,,
"44-69-61-71",7,12,,"","Female","Sister/Brother","15",,"Kalanga",,"","Form 3","Yes",,"",,"","","","No",,
"05-76-24-30",1,12,,"","Male","Self/Head","51","Never Married","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 5","Yes",,"",,"","","","Yes","Yes","Yes"
"05-76-24-30",3,12,,"","Female","Brother/Sister-In-Law","37",,"Tswana Subgroup",,"","Form 5","No","Other","No family",,"","","","No",,
"05-76-24-30",4,12,,"","Female","Niece/Nephew","13",,"Subiya",,"","Form 2","Yes",,"",,"","","","No",,
"05-76-24-30",5,12,,"","Male","Niece/Nephew","11",,"Subiya",,"","Standard 6","Yes",,"",,"","","","No",,
"05-76-24-30",6,12,,"","Female","Niece/Nephew","8",,"Subiya",,"","Standard 3","Yes",,"",,"","","",,,
"05-76-24-30",7,12,,"","Female","Niece/Nephew","8",,"Subiya",,"","Standard 3","Yes",,"",,"","","",,,
"72-65-35-75",1,12,,"","Male","Self/Head","69","Never Married","San","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Parents did not want","",,"","","","No",,
"72-65-35-75",2,12,,"","Female","Other Non-Relative","56",,"Rotsi",,"","Standard 3","No","Poor academic progress","",,"","","","Yes","Yes","Yes"
"72-65-35-75",3,12,,"","Male","Child/Adopted Child","32",,"Kalanga",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"72-65-35-75",4,12,,"","Female","Child/Adopted Child","26",,"San",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"72-65-35-75",5,1,"Members that left - Education","","Female","Child/Adopted Child","17",,"San",,"","Form 3","Yes",,"",,"","","","No",,
"72-65-35-75",6,12,,"","Male","Grandchild","8",,"Kalanga",,"","Standard 2","Yes",,"",,"","","",,,
"72-65-35-75",7,12,,"","Female","Grandchild","12",,"Kalanga",,"","Standard 6","Yes",,"",,"","","","No",,
"92-30-60-06",1,12,,"","Male","Self/Head","28","Never Married","Subiya","Catholic","","Other educational training","No","Poor school quality","",,"","","","Yes","Yes","No"
"94-77-43-36",1,12,,"","Female","Self/Head","36","Never Married","subiya","Protestant demoninantions (incl all non-catholic denominations)","","University level",,,"",,"Chobe brigade","2012","Auto‐mechanic","No",,
"94-77-43-36",2,5,"New arrivals - To look for work","","Male","Sister/Brother","32",,"subiya",,"","Form 5","No","Completed desired schooling","",,"","","","No",,
"94-77-43-36",3,12,,"","Female","Child/Adopted Child","14",,"subiya",,"","Form 2","Yes",,"",,"","","","No",,
"94-77-43-36",4,12,,"","Male","Child/Adopted Child","9",,"subiya",,"","Standard 3","Yes",,"",,"","","",,,
"94-77-43-36",5,12,,"","Male","Child/Adopted Child","3",,"subiya",,"",,"No","Other","he is a minor",,"","","",,,
"72-37-57-39",1,12,,"","Male","Self/Head","37","Never Married","KGALAGADI","Non-religious","","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"76-02-50-71",1,12,,"","Female","Self/Head","48","Never Married","Nanjwa","Catholic","","Form 2","No","Sickness or calamity in family","",,"","","","Yes","No","Yes"
"76-02-50-71",2,12,,"","Male","Child/Adopted Child","23",,"Tawana",,"","Form 5","No","Poor academic progress","",,"","","","Yes","No","Yes"
"76-02-50-71",3,12,,"","Female","Son/Daughter-In-Law","20",,"San",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"76-02-50-71",4,12,,"","Female","Niece/Nephew","11",,"San",,"","Standard 6","Yes",,"",,"","","","No",,
"76-02-50-71",5,12,,"","Male","Child/Adopted Child","4",,"Nanjwa",,"",,"No","Other","he is still young",,"","","",,,
"76-02-50-71",6,12,,"","Male","Grandchild","2",,"Subiya",,"",,"No","Other","still young",,"","","",,,
"76-02-50-71",7,6,"New arrivals - Education","","Female","Child/Adopted Child","20",,"San",,"","Form 5","Yes",,"",,"","","","No",,
"76-02-50-71",8,6,"New arrivals - Education","","Female","Child/Adopted Child","13",,"Tlokwa",,"","Form 1","Yes",,"",,"","","","No",,
"75-53-97-04",1,12,,"","Female","Self/Head","57","Married monogamously","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Poor academic progress","",,"","","","No",,
"75-53-97-04",2,12,,"","Male","Wife/Husband","73",,"Subiya",,"","Standard 7","No","Not willing to attend further","",,"","","","No",,
"75-53-97-04",3,12,,"","Male","Grandchild","4",,"Subiya",,"",,"No","Too expensive","",,"","","",,,
"61-20-94-35",1,12,,"","Male","Self/Head","63","Never Married","Bemba","Catholic","","Form 5","No","Completed desired schooling","",,"","","","No",,
"61-20-94-35",2,12,,"","Female","Wife/Husband","61",,"Bemba",,"","Other educational training","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"61-20-94-35",3,12,,"","Male","Grandchild","5",,"Bemba",,"","Nursey/ Kindergarten/ECD","Yes",,"",1000,"","","",,,
"61-20-94-35",4,12,,"","Female","Grandchild","3",,"Bemba",,"",,"Yes",,"",1000,"","","",,,
"61-20-94-35",5,12,,"","Male","Grandchild","3",,"Bemba",,"",,"Yes",,"",2500,"","","",,,
"33-94-27-06",1,12,,"","Female","Self/Head","74","Widow/ Widower","Najwa","African Traditional religion","","Standard 6","No","Parents did not want","",,"","","","No",,
"33-94-27-06",2,12,,"","Female","Child/Adopted Child","57",,"najwa",,"","Standard 6","No","Parents did not want","",,"","","","No",,
"33-94-27-06",3,12,,"","Female","Child/Adopted Child","42",,"Najwa",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"33-94-27-06",4,12,,"","Female","Grandchild","38",,"najwa",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"33-94-27-06",5,12,,"","Male","Grandchild","5",,"Najwa",,"","Nursey/ Kindergarten/ECD","Yes",,"",3000,"","","",,,
"33-94-27-06",6,12,,"","Male","Grandchild","4",,"Najwa",,"",,"Yes",,"",3000,"","","",,,
"02-07-42-94",1,12,,"","Male","Self/Head","42","Never Married","san","African Traditional religion","","No formal education","No","Parents did not want","",,"","","","No",,
"02-07-42-94",2,12,,"","Female","Wife/Husband","42",,"khurutshe",,"","Form 2","No","Parents did not want","",,"","","","No",,
"48-79-63-92",1,1,"New arrivals - Other economic reasons","","Male","Self/Head","52","Married monogamously","Mmirwa","Protestant demoninantions (incl all non-catholic denominations)","","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"48-79-63-92",2,1,"New arrivals - Marriage","","Female","Wife/Husband","43",,"Tawana",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"48-79-63-92",3,1,"New arrivals - Education","","Female","Child/Adopted Child","5",,"Mmirwa",,"","Nursey/ Kindergarten/ECD","Yes",,"",3000,"","","",,,
"48-79-63-92",4,1,"New arrivals - Education","","Male","Child/Adopted Child","14",,"mmirwa",,"","Form 2","Yes",,"",,"","","","No",,
"48-79-63-92",5,1,"New arrivals - Education","","Female","Child/Adopted Child","8",,"mmirwa",,"","Standard 3","Yes",,"",,"","","",,,
"87-31-98-00",1,12,,"","Female","Self/Head","36","Never Married","San","Catholic","","Standard 6","No","Too expensive","",,"","","","Yes","No","Yes"
"87-31-98-00",2,12,,"","Female","Child/Adopted Child","12",,"San",,"","Standard 7","Yes",,"",,"","","","No",,
"87-31-98-00",3,12,,"","Male","Child/Adopted Child","3",,"San",,"",,"No","Other","he is still young",,"","","",,,
"68-12-26-88",1,9,"New arrivals - New born","","Female","Other Non-Relative","20",,"Kalanga",,"","Form 3","No","Had to help with family","",,"","","","Yes","Yes","No"
"68-12-26-88",2,9,"New arrivals - Other economic reasons","","Male","Self/Head","26","Never Married","San","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Had to help with family","",,"","","","Yes","Yes","No"
"68-12-26-88",3,9,"New arrivals - New born","","Male","Child/Adopted Child","1",,"Kalanga",,"",,"No","Too expensive","",,"","","",,,
"21-07-91-22",1,12,,"","Female","Self/Head","70","Widow/ Widower","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Other educational training","No","Had to help with family","",,"","","","No",,
"21-07-91-22",2,12,,"","Male","Child/Adopted Child","51",,"Subiya",,"","Form 3","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"21-07-91-22",3,12,,"","Female","Child/Adopted Child","44",,"Subiya",,"","Form 2","No","Too expensive","",,"","","","Yes","Yes","No"
"21-07-91-22",4,12,,"","Male","Child/Adopted Child","40",,"Subiya",,"","No formal education","No","Other","He did not want to go to school",,"","","","No",,
"21-07-91-22",5,12,,"","Male","Child/Adopted Child","29",,"Subiya",,"","Form 3","No","Too expensive","",,"","","","No",,
"21-07-91-22",6,12,,"","Female","Grandchild","25",,"Kalanga",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"21-07-91-22",7,12,,"","Male","Grandchild","22",,"Yeyi",,"","Form 5","No","Too expensive","",,"","","","No",,
"21-07-91-22",8,12,,"","Female","Child/Adopted Child","31",,"Subiya",,"","Form 5","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"59-08-91-97",1,12,,"","Male","Self/Head","49","Married monogamously","Tswana","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Had to help at home","",,"","","","Yes","Yes","No"
"59-08-91-97",2,12,,"","Female","Wife/Husband","34",,"Tswana",,"","Form 5","No","Too expensive","",,"","","","Yes","Yes","No"
"59-08-91-97",3,12,,"","Female","Child/Adopted Child","8",,"Tswana",,"","Standard 2","Yes",,"",,"","","",,,
"15-39-44-44",1,12,,"","Female","Self/Head","56","Never Married","Kalanga","Other➡️ Please specify","Christianity","Standard 6","Yes",,"",,"","","","Yes","Yes","Yes"
"15-39-44-44",2,12,,"","Male","Other Non-Relative","62",,"Tswapong",,"","No formal education","No","I don't Know","",,"","","","No",,
"15-39-44-44",3,12,,"","Female","Child/Adopted Child","29",,"Kalanga",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"15-39-44-44",4,12,,"","Female","Child/Adopted Child","25",,"kalanga",,"","University level",,,"",,"Baisago university","2021","Degree in law","Yes","Yes","No"
"15-39-44-44",5,12,,"","Female","Grandchild","10",,"Kalanga",,"","Standard 4","Yes",,"",,"","","",,,
"15-39-44-44",6,12,,"","Male","Grandchild","6",,"kalanga",,"","Standard 1","Yes",,"",,"","","",,,
"70-81-99-80",1,12,,"","Female","Wife/Husband","51",,"San",,"","Standard 1","No","Had to help with family","",,"","","","No",,
"70-81-99-80",2,12,,"","Male","Self/Head","56","Married monogamously","Mongwato","Non-religious","","Standard 7","No","Parents did not want","",,"","","","Yes","Yes","No"
"70-81-99-80",3,12,,"","Female","Child/Adopted Child","33",,"Mongwato",,"","Form 3","No","Poor academic progress","",,"","","","Yes","No","Yes"
"70-81-99-80",4,12,,"","Male","Child/Adopted Child","35",,"Mongwato",,"","Form 3","No","Poor academic progress","",,"","","","Yes","No","Yes"
"70-81-99-80",5,12,,"","Male","Child/Adopted Child","30",,"Mongwato",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"70-81-99-80",6,12,,"","Female","Child/Adopted Child","28",,"Mongwato",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"70-81-99-80",8,12,,"","Male","Grandchild","12",,"Mongwato",,"","Standard 6","Yes",,"",,"","","","No",,
"70-81-99-80",9,12,,"","Male","Grandchild","7",,"Mongwato",,"","Standard 2","Yes",,"",,"","","",,,
"70-81-99-80",10,12,,"","Male","Grandchild","3",,"Mongwato",,"",,"No","Other","too young",,"","","",,,
"57-32-99-06",1,12,,"","Male","Self/Head","44","Married monogamously","Ndebele","Protestant demoninantions (incl all non-catholic denominations)","","Form 4","No","Sickness or calamity in family","",,"","","","Yes","Yes","Yes"
"57-32-99-06",2,12,,"","Female","Wife/Husband","38",,"San",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"57-32-99-06",3,12,,"","Female","Niece/Nephew","25",,"San",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"57-32-99-06",4,12,,"","Male","Child/Adopted Child","20",,"Ndebele",,"","Form 5","No","Too expensive","",,"","","","No",,
"57-32-99-06",5,6,"New arrivals - Education","","Female","Grandchild","18",,"San",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"57-32-99-06",6,6,"New arrivals - Education","","Female","Niece/Nephew","18",,"San",,"","Form 5","No","Poor academic progress","",,"","","","No",,
